name,price,ean
Gefilus omena-rypälemehu 1l,2.19,6408430064595
"Pirkka Vichy 1,5l kmp",0.75,6410405069054
Pirkka kananmuna M6 348g luomu,2.15,6408641114904
Kivikylä palvarin ryynimakkara 400g,2.69,6406300000230
Pirkka jääsalaatti 100g pussi Suomi 1lk,1.25,6410405093677
Pirkka kevytmaito 1 l,0.81,6410405082657
,,6410405077134
Pirkka kestokassi pieni sitrus,1.0,6410405184474
Valio vapaan lehmän rasvaton maito 1l,0.95,6408430000104
"Pirkka makeutuspuriste 300pcs/16,5g",1.69,6410405169655
Pirkka sipulirouhe 150g paahdettu,1.09,6410405052308
Pirkka mustamakkara,6.99,2386474200008
"Kortti Karto 1,60",1.6,6416036210698
Juhla Mokkakahvi 500g sj,3.95,6411300000494
"Paistopiste hintaryhmä: 0,79",0.0,6410405142269
Findus ranskanperunat 2x90g mikrovalm,1.75,7310500097343
Vaasan ruispalat 6kpl 330g,0.95,6437005003752
"Pullopantti KMP 0,20 yli 0,35L alle 1,0L",0.2,6408641799569
Karl Fazer tummasuklaapatukka 39g,0.68,6411401019081
Trip juoma 2dl metsämansikka,0.44,6415131402335
Iltasanomat maanantai,1.8,6414880021132
Ilta-Sanomat ti sanomalehti,1.8,6414880021217
,,6416021000389
Pirkka Persimon,2.09,2000585400002
Islannin sillifilee 150g ksuol vac,2.39,6430054371117
"Budweiser olut 0,473l 4,4% tlk",2.84,6415600501613
Apetit lohimurekepihvi 4kpl/240g,2.89,6430104966454
,,6416021000389
"Kuhafile, Viro",29.9,2000402100009
"Kortti Karto 4,90",4.9,6416036106755
Oululainen Pullava mansikka pitko 420g,2.79,6413466652104
,,6437005064852
Marli premium glögijuoma 1l perinteinen,1.99,6415130049586
Nestle Fitness täysjyvähiutale 375g,3.29,3387390339499
Valio Oltermanni juusto 250g 17%,2.39,6408430339563
Valio A+ jogurtti 1kg maustamaton rton,2.09,6408430024308
"Pullopantti KMP 0,40 1,0L tai yli",0.4,6408641827200
Kalinka jogurtti 150g mansikka vlakt,0.51,6413300006117
Pirkka Banaani/Del monte 1lk,1.39,2000818700008
Maatilan Parhaat goudajuusto 300g viip,2.99,6430055270105
Pirkka kevytmaito 1 l,0.81,6410405082657
Luumu President 1lk Ranska,2.49,2000510300001
Pirkka laktoositon maitojuoma 1 l rton,1.2,6410405095916
Pirkka oliivi 350/200g paprikatahnatäyte,1.19,6410400046241
Pirkka wc-paperi 6rl kuvioitu,2.49,6410405132789
Pirkka tonnikalapala 200/150g öljyssä,1.69,6410402010318
Pirkka laktoositon kevytmaitojuoma 1 l,1.2,6410405095893
error,,64027166
K-Menu margariini 400g 60%,0.29,6410405188168
Valio mustikkakeitto1kg,2.39,6408430062119
Veikkausmyynti kpl,0.0,2000940900000
Kalinka top kerrosjog 150g mansikka vlak,0.51,6413300000764
Valio kevytviili 200g,0.53,6408430004324
Atria kunnon arki kuoreton nakki 900g,2.69,6407870075857
Pirkka laktoositon kevytmaitojuoma 1 l,1.2,6410405095893
Ilta-Sanomat TV-lehti sanomalehti,1.5,6414880022467
Atria gotlermakkara 300g viip,1.75,6407870071224
"Valio ruokaker 2,5dl Mustapekka",2.09,6408430014804
,,6416021000389
Pirkka varrasleipä 500g,2.89,6410400030134
Pirkka mustikka 200g suomalainen,1.99,6410405086716
Hätälä lohifilee A Norja vac,12.95,2387975700004
Apetit suikalejuurekset 180g,0.95,6430104920555
Valio Oltermanni 250g,2.39,6408430339556
Provena 500g iso kaurahiutale gluteenito,2.09,6411200107163
Pirkka rasvaton maito 1 l,0.59,6410405082626
Valio A+ jog 150g must-vad lisainton lak,0.69,6408430023554
Pirkka kevytmaito 1 l,0.81,6410405082657
Pirkka Prinsessakakku 500g,4.99,6410405106148
Omena Royal gala Pirkka,1.99,2000797000007
Pirkka miniluumutomaatti 250g,1.39,6410405060457
"A.Le Coq olut 4,5% 0,568l",2.94,4740098080312
Pirkka kevytmaito 1 l,0.81,6410405082657
Grand pan pizza 560g classic,4.89,7039010543330
Sipuli irto,1.19,2000613700005
Pirkka Persimon,2.09,2000585400002
Pirkka kermavanukas 135g kaakao lton,0.49,6410405169921
K-Menu piparkakku 400g,1.29,6410405140609
Keräkaali,1.25,2000602400008
Pirkka Banaani/Del monte 1lk,1.39,2000818700008
West savuketupakka 30g Red,5.7,6410105905478
"Paistopiste hintaryhmä: 0,79",0.0,6410405142269
Valkosipuli 100g Espanja 1lk,0.69,8412187000025
"K-Menu kivennäisvesi 0,33l tlk 6-pack",2.05,6410405157683
Juhla Mokkakahvi 500g sj,3.95,6411300000494
Eväs kinkku-pastasalaatti 250g,2.55,6412000036134
,,6438706177346
Valio Hedelmätarha luomuappelsiini 1l,2.19,6408430690183
Danone Activia 4x125g luumujogurtti,1.95,5900643034989
Valio Oltermanni 250g,2.39,6408430339556
Pirkka peruna-sipulisekoitus 500g,0.79,6410400033524
Abba tillisilli 240/120g MSC,3.09,7311171004500
error,,64025575
Tomaatti Suomi,2.75,2000614400003
Pirkka Banaani/Del monte 1lk,1.39,2000818700008
"Tölkkipantti 0,15 0,33l-0,5l",0.15,2000973900008
"BH M kerrasto 51912 interlock, mu M",26.9,6413217078764
Pfanner nektari 2l monivitamiini,3.89,9006900014414
HK Viljapors fileepih 640g ruohosip-pipp,6.49,6409100032418
Abba tonnikala 200/150g öljyssä MSC,2.99,7311171007006
HK sininen lenkki 580g,2.79,6409100050306
Mynthon pastilli rasia 31g C omena sokto,0.89,6420256010976
Sampo tulitikut,0.16,7310683000017
"Pullopantti KMP 0,40 1,0L tai yli",0.4,6408641827200
Fazer karjalanpiirakka kpl,0.0,2000652800001
Nauta paahtopaisti,18.9,2000104300004
"Tölkkipantti 0,15 0,33l-0,5l",0.15,2000973900008
Satsuma,1.89,2000528000009
Vaasan lounassämpylä 8kpl/320g vaalea,0.0,6437005050169
Pirkka rasvaton maito 1 l,0.59,6410405082626
Valio viili 200g,0.53,6408430004317
,,6403016851620
"Tölkkipantti 0,15 0,33l-0,5l",0.15,2000973900008
Oivariini 600g normaalisuolainen,3.49,6408430030309
Pirkka laktoositon maitojuoma 1 l rton,1.2,6410405095916
"Paistopiste hintaryhmä: 0,79",0.0,6410405142269
Kulta Katriina kahvi 450g sj luomu,3.45,6420101146447
Saarioinen suvisalaatti 250g,2.09,6412000035632
Fazer ruispuikulat 9kpl/500g,1.85,6411402202208
Huhtahyvät maalaishyytelö 400g pala,3.79,6409058840004
Maatilan Parhaat emmental raaste 250g,2.95,6430055270488
Pirkka Banaani/Del monte 1lk,1.39,2000818700008
Fazer Lakritsi 140g Chocol lakritsi,1.95,6416453061972
Salaattiannos itsepalvelu,14.9,2000265000003
Maustekurkku Myrttinen,3.95,2000578100001
"Pirkka III-olut 0,33l 4,5% tlk 24-p",22.32,6410405091284
Oivariini 550g väh suolaa Hyla,3.49,6408430310852
,,6408430000623
Pirkka Persimon,2.09,2000585400002
Saarioinen riistaruukku 300g,2.99,6412000032457
Valio Oltermanni juusto 250g 17%,2.39,6408430339563
Arla 1%-viili 200g vlakt,0.43,6413300020519
Mama nuudeli 90g kana,0.71,8850987128561
Juhla Mokka kahvi 500g tummapaahto hj,3.95,6411300164653
Pirkka täysjyväpikariisi 1kg,2.59,6410405047052
Pirkka kirjolohikiusaus 300g,1.99,6410402025602
"Pullopantti KMP 0,20 yli 0,35L alle 1,0L",0.2,6408641799569
Vaasan kauratyynyt 6kpl 360g,1.99,6437005053368
Santa Maria persilja 4g,0.51,7311311006111
Pirkka ESSI kiertokassi valkoinen 40l,0.2,6410405187734
Pirkka kiivi 500g,2.69,6410405193858
Jalostaja Meksikonpata 190g,1.99,6409536650415
Casino 5 eur,5.0,6417326001347
Serla talouspaperi 8rl puoliarkki,3.9,6414300058281
Atria keittokinkku 250g,3.09,6407880084269
"Valio Eila kevytmaitojuoma 1,75l lton",2.59,6408430000524
"K-Menu greippilonke light 4,7% 0,5l tlk",1.8,6410405118653
Kulta Katriina kahvi 500g sj,3.45,6420101441542
,,6410405149473
Pirkka ESSI kiertokassi valkoinen 40l,0.2,6410405187734
Kulta Katriina kahvi 500g sj,3.45,6420101441542
Philadelphia tuorej 200g original light,1.95,5700419083360
Fazerina suklaapatukka 37g,0.64,6411401019098
Porokylän PikkuEväs 400g siiv,2.7,6416192012174
"Tölkkipantti 0,15 0,33l-0,5l",0.15,2000973900008
Pirkka AB jogurtti 1 kg mton vlakt,1.79,6410405103543
Pirkka mansikkakääretorttu 360g,2.49,6410405039170
"A.Le Coq 4,5% 0,33l tlk 18-pack",19.8,6419800022268
Ilta-Sanomat ke sanomalehti,1.8,6414880021392
Auran ketchup 1040g,2.79,6409531810043
Trube kanelikierrepitko 400g,3.59,6407790031636
,,6416021000389
K-Menu omenamehu 1l,0.85,6410405202987
Kariniemen kp lehtipihvi 320g,5.49,6409100020309
"Coca-Cola Zero 1,5l 4-pack dolly",4.39,6415600507554
Valio palavoi 500g normaalisuolainen,3.35,6408430030002
LU Tuc suolakeksi 100g sweet chili,1.29,7622210998477
Kulta Katriina kahvi 500g sj,3.45,6420101441542
Jenkki Pro pastilli 50g Orange +D,2.49,6420256014226
HK kanaa ja muusia hunajai.kermakas 300g,2.45,6409100073633
Pirkka laktoositon kevytmaitojuoma 1 l,1.2,6410405095893
Atria KA lihaperunasoselaatikko 350g,1.55,6407850059716
Fazer ruispuikulat 9kpl/500g,1.85,6411402202208
Pirkka tuorejuusto 180g aurkuiv tom lakt,1.65,6410405156105
Läkerol Classic pastilli 25g Salmiakki,1.15,7310350118519
K-Menu pinaattikeitto 300g,1.49,6410405149374
Billy's pan pizza 170g original,1.75,7310960713654
Atria kalkkunaleike 250g,3.09,6407810018760
HK sininen lenkki 500g juhla,2.79,6409100050009
"Tölkkipantti 0,15 0,33l-0,5l",0.15,2000973900008
Pirkka jogjuoma L.Casei 6x100g mansikka,1.95,6410405089724
Herkkutilan sinihomejuusto 100g,1.79,6430053731110
Valio Eila kevytmaitojuo 1l luomu lakton,2.45,6408430000272
Atria gotlermakkara 300g viip,1.75,6407870071224
K-Menu valkosuklaakerroskeksi 125g,0.99,6410405155368
Juhla Mokkakahvi 500g sj,3.95,6411300000494
Atria PT kanan fileesuikale 300g hunaja,3.19,6407810015080
Valio kasvissosekeitto 5dl lton UHT,4.09,6408430047710
Pirkka leivinjauhe 100g,0.7,6410402023783
K-Menu lanttu 2kg,1.99,6410405152343
Pirkka app-mandar-rypäletäysmehu 1l,1.85,6410405093820
error,,24000001683
Valio A+ jog 150g mans lisainton lakton,0.69,6408430023578
"Koff Lite 4,4% 0,33l tlk 6-pack",10.68,6415600507714
,,6416021000389
,,6438706113641
Oululainen ruislastu 130g ruohosipuli,2.35,6413467348402
Megaman pistokantalamppu 9W G23 8000h,2.0,4020856235728
Chinaman ateriabaari,15.9,2000745400002
Salaattiannos itsepalvelu,14.9,2000265000003
Valio raejuusto 200g,1.15,6408430043019
Malaco Aakkoset pussi 120g sirkus,1.19,6420256010860
error,,64025551
Sipuli irto,1.19,2000613700005
Klementiini Arrufatina Espanja 1lk,2.19,2000511100006
Pirkka suomalainen rasvaton maito 1l,0.73,6410405181411
Pirkka vadelma 200g,1.69,6410405087065
Atria kalkkunaleike 250g,3.09,6407810018760
"Tölkkipantti 0,15 0,33l-0,5l",0.15,2000973900008
Vaasan Taika moniviljapaahtoleipä 350g,1.85,6437005083679
SAGA leivinpaperi 38cm x 20m terällinen,2.5,6414300008149
Kalinka kerrosjog 150g persikka-lakka vl,0.51,6413300018004
Pirkka kalapuikko 300g MSC gton,2.19,6410405194268
"Valio vapaan lehmän rasvaton maito 1,75l",1.59,6408430000531
Pirkka Banaani/Del monte 1lk,1.39,2000818700008
"Tölkkipantti 0,15 0,33l-0,5l",0.15,2000973900008
Atria Kunnon Arki maksalaatikko 400g,1.55,6407850059082
K-Menu Marie keksi 400g,0.69,6410405141552
Pirkka Elise kandisokerikeksi 260g,1.89,6410405148292
Pirkka miniluumutomaatti 250g,1.39,6410405060457
Atria punajuurisalaatti 400g,1.5,6407860063178
,,6430024140484
,,6416021000389
K-Menu ohuen ohut possupaisti 150g,1.49,6410405155795
Valio Oltermanni 250g,2.39,6408430339556
Kulta Katriina kahvi 500g sj,3.45,6420101441542
"Sininen 4,5% olut 0,5l tlk",2.54,6413600007296
,,6415131403905
HK burgeri 100g,0.59,6409100077884
Pirkka 5dl kuohukerma lakton TK,2.39,6410405121080
Atria nauta-sikajauheliha 400g 20%,3.19,6407830032722
Chinaman ateriabaari,15.9,2000745400002
Valio HeVi shot 4x100ml omena-pork-mans,3.35,6408430063406
Pirkka cashewpähkinä 125g,2.89,6410405126603
Pirkka kevytmaito 1 l,0.81,6410405082657
"Aino jäätelö 0,9l lumoava lakritsi",4.45,6430064400456
Saarioinen suvisalaatti 250g,2.09,6412000035632
Pirkka suolakeksi 2x100g,1.19,6410405066145
"A.Le Coq Premium 4,5% 0,5l",1.84,6419800020899
"Coca-Cola Zero 0,5l",1.85,6415600502054
West savuketupakka 30g Blue,5.7,6410105905430
Felix Välimeren yrt salkastike 375g,2.35,6417808290771
Tuorekurkku Suomi.,2.79,2000604700007
Fazerina suklaapatukka 37g,0.64,6411401019098
Pirkka porkkana 500g Suomi 1lk,0.95,6410402008919
"Novelle kivennäisvesi 0,5l kmp",1.75,6413600017561
Suklaa Brownie Oma leipomo,2.19,2000825400007
K-Menu Suklaavohvelipala 220g,1.45,6410405140982
Hyvä suom Arki ruokakerma 10% 2dl UHT,0.61,6408430015481
"Valio Eila kevytmaitojuoma 1,75l lton",2.59,6408430000524
Juhla Mokkakahvi 500g sj,3.95,6411300000494
Atria Gotler 200g ohuen ohut,1.75,6407870071668
Valio Hyvä suom Arki maitojuoma 1l rton,0.79,6408430000432
Oululainen reissumies 235g,0.69,6411402197108
L&M savuke 24kpl Blue Label,7.6,7622100938446
Pirkka paprika 300g 2kpl,1.59,6410405046109
Kulta Katriina kahvi 500g pj,3.45,6420101441528
Pirkka jääsalaatti 100g pussi Suomi 1lk,1.25,6410405093677
Veikkausmyynti kpl,0.0,2000940900000
,,6415350010410
Valiojogurtti 200g hedelmäpommi,0.51,6408430002030
"Pirkka III-olut 0,33l 4,5% tlk SI",0.93,6410405091260
Tuorekurkku Suomi.,2.79,2000604700007
,,6414270101222
Karl Fazer sinivalkoisia suklaakon 320g,3.99,6411401071836
Juhla Mokka kahvi 400g luomu hj,3.95,6411300169863
"Pullopantti KMP 0,40 1,0L tai yli",0.4,6408641827200
Kahvi,1.3,2000809600003
HK herkkumaksamakkara 150g,1.39,6409100050610
Pedigree DentaStix puruluu 180g medium,2.09,5010394984584
Dansukker tomusokeri 500g,1.19,5701259100781
Schär vital tumma leipä 350g gluteeniton,3.15,8008698011065
Felix ranskanperunakastike 255g,2.29,6417808287542
Pirkka nenäliina 100kpl,1.4,6410400036952
K-Menu grahampaahto 300g,0.85,6410405120441
,,6414270101222
Hyvä suom Arki ruokakerma 10% 2dl UHT,0.61,6408430015481
Valio mustikkakeitto1kg,2.39,6408430062119
Sitruuna,2.69,2000528900002
Pirkka rahka 150g rton mansikka,0.69,6410405084910
"Fitness viljapatukka 8x23,5g suklaa",2.59,5900020019684
"Tölkkipantti 0,15 0,33l-0,5l",0.15,2000973900008
Blå Band Italian pata-aines 150g,2.25,7322550038306
Päärynä Conference Pirkka,1.99,2000796900001
Taffel Sips 325g poimuperunalastu,2.59,6410381090561
"Tölkkipantti 0,15 0,33l-0,5l",0.15,2000973900008
Pirkka öljykynttilä iso 95h,1.35,6410405152022
,,6438706833549
Sitruuna,2.69,2000528900002
Pirkka valkosipuli 100g yksikynt.,1.59,6410405057594
Valio kevytviili 200g,0.53,6408430004324
Makuliha Aito uunikinkku 175g viipale,3.45,6405053006223
Pirkka rypäle vihreä 500g,3.29,6410405044532
Valio Kiehu maitojuoma 1l,1.79,6408430000586
Pirkka sipuli 1kg,1.29,6410402008933
Pirkka Banaani/Del monte 1lk,1.39,2000818700008
Pirkka Persimon,2.09,2000585400002
Koskenlaskija sulatejuusto 250g viherpip,2.85,6408430039227
Oma Aika aikakauslehti,4.9,6414882793150
K-Menu pitkäjyväinen riisi 1kg,0.72,6410405139351
Vaasan kauratyynyt 6kpl 360g,1.99,6437005053368
Veikkausmyynti,0.0,2000985500005
Gourmet Perle pussi 85g lohi,0.85,7613030473466
Jalostaja hernekeitto 520g TK,1.49,6409531659673
Lerøy viip graavikirjolohifilee 80g,3.09,6406170036704
Atria PT kanan fileesuik 300g pippurinen,3.19,6407810015431
Elvital shampoo 250ml multivitamin 2in1,2.89,5410103933382
Atria KA lihaperunasoselaatikko 350g,1.55,6407850059716
Pirkka kevytmaito 1 l,0.81,6410405082657
Pirkka terttuneilikka Reilun kaupan KE,4.99,6410405060600
,,6417000032643
Pirkka trooppinen hedelmäriisi 175g,0.59,6410405049797
error,,64008899
Ilta-Sanomat TV-lehti sanomalehti,1.5,6414880022467
"Aino jäätelö 0,9l suklaa mmarja lakt",5.35,6430064400814
,,6416021000389
Pirkka piparkakku 350g,1.69,6410405085757
Lotus soft embo wc-paperi 8rll valk,3.39,6413200330206
Hyvä Apaja kirjolohipyörykkä 300g,2.15,6406600109541
Oululainen reissumies 235g,0.69,6411402197108
Familia broilerin sisäfile Liettua,3.99,6405561101007
"Pullopantti KMP 0,20 yli 0,35L alle 1,0L",0.2,6408641799569
"K-Menu greippilonke light 4,7% 0,5l tlk",1.8,6410405118653
Valio pehmeä maitorahka 250 g,0.79,6408430042081
Pirkka inkosuoja 10kpl extra plus,2.95,6410405125767
Atria KA lihamakaronilaatikko 400g,1.55,6407850059136
Knorr Lasagne 262g,2.45,5719642208037
Nalle kaura ja ruis 750g,2.35,6411200106111
Satsuma,1.89,2000528000009
Taffel dippimauste 19g Sweet Chili,0.89,6410381095399
Protein Lo-Carb Rocky Road 61g,1.85,6430051516665
K-Menu ohuen ohut possupaisti 150g,1.49,6410405155795
Latz agail senior 12X100g suosikklaj hyy,3.95,7613031617982
,,6416021000389
Vaasan OOH Pikkudonitsi 11kpl /170g,2.75,6416297050651
Kalinka top kerrosjo 150g persik-pas vl,0.51,6413300000771
Pirkka laktoositon kevytmaitojuoma 1 l,1.2,6410405095893
"Pullopantti KMP 0,40 1,0L tai yli",0.4,6408641827200
Pirkka hautakynttilä 20h sadesuojalla,0.6,6410405130020
Kulta Katriina kahvi 500g sj,3.45,6420101441542
Pirkka Banaani/Del monte 1lk,1.39,2000818700008
Herkkutilan sinihomejuustomuru 100g,0.0,6430053731134
Pirkka rahka 150g vanilja,0.69,6410405084934
Pirkka rasvaton maito 1 l,0.59,6410405082626
Valio kahvimaito 5dl lakton,1.65,6408430001323
"Pullopantti KMP 0,40 1,0L tai yli",0.4,6408641827200
"Tölkkipantti 0,15 0,33l-0,5l",0.15,2000973900008
Hätälä lohifilee A Norja vac,12.95,2387975700004
K-Menu omenamehu 1l,0.85,6410405202987
Pirkka rouhepehmopalat 450g,3.49,6410405102874
West savuketupakka 30g Blue,5.7,6410105905430
Pirkka kermaviili 200g kevyt vähälaktoos,0.47,6410402011742
Pirkka burgeri 100g,0.55,6410405098283
,,6437005050183
Pirkka virike kananmuna M6 348g,0.99,6410405108319
"Tuore Lohi, Norja",9.99,2000402600004
Kalinka top kerrosjog 150g mansikka vlak,0.51,6413300000764
,,6414270000150
HK meetvursti 240g kevyt,4.15,6409100048600
Pirkka alumiinifolio 29cmx20m,1.89,6410405108470
"Aino jäätelö 0,9l ihana maitosuklaa pa",4.45,6430064400715
Apetit perunakeittokasvikset 750g,2.25,6430104923853
Pirkka laktoositon kevytmaitojuoma 1 l,1.2,6410405095893
Appelsiini Egypti 1lk,0.0,2000510800006
Fazer Paahto 505g viisi viljaa,1.99,6411402159403
Pirkka Banaani/Del monte 1lk,1.39,2000818700008
Pirkka hautakynttilä 20h sadesuojalla,0.6,6410405130020
Casino 5 eur,5.0,6417326001347
"Tölkkipantti 0,15 0,33l-0,5l",0.15,2000973900008
Pirkka rasvaton maito 1 l,0.59,6410405082626
Saarioinen riisipuuro 300g,1.49,6412000033300
Arla Ihana maust rahka 200g persik-passi,1.75,6413300016680
Snellman ohuen ohut kalkkunanfilee 150g,3.09,6409620000072
Pirkka juustopehmopala 430g,3.49,6410405105196
Euro Shopper maksalaatikko 400g,1.49,6410405083906
Kariniemen paneroitu poppis 200g,1.55,6409100071004
Kulta Katriina kahvi 500g sj,3.45,6420101441542
Atria ohuen ohut kalkkunaleike 200g,3.09,6407810017947
Koskenlaskija lev sulatejuusto 200g,3.09,6408430337279
Fazer Sokerileipurin pulla 240 g,2.5,6411402389602
Pirkka sipuli 1kg,1.29,6410402008933
Atria PT kanan ohut fileeleike 600g pipp,7.55,6407810014397
Valio rasvaton piimä 1l,1.19,6408430001705
Omena Royal gala Pirkka,1.99,2000797000007
Valio Arkijogurtti 1kg mansikka-banaani,1.39,6408430021581
"Aino jäätelö 0,9L Suolainen Kinuski",4.45,6417901010740
Satsuma,1.89,2000528000009
"Tölkkipantti 0,15 0,33l-0,5l",0.15,2000973900008
Earth Control cashew-karpalo sek 150g,2.99,5706779052589
Pirkka kevytmaito 1 l,0.81,6410405082657
Aura sinihomejuusto 170g,2.79,6408430037001
"Pullopantti KMP 0,10 eur 0,35l tai alle",0.1,6408641832990
,,6414270101222
Uncle Ben's pitkäjyväinen riisi 4x125g,2.09,5410673052001
,,6411750010166
Valio kahvikerma 2dl,0.89,6408430001668
Valio Eila kevytmaitojuoma 1l lakton,1.99,6408430000258
Ilta-Sanomat ke sanomalehti,1.8,6414880021392
Kokkikartano metsäsienikeitto 300g,2.89,6405304003520
Oululainen eväsleipä klassikko 160g,3.1,6413466035105
Pirkka kissan hyyt ps 100g tonnik-turska,0.35,6410402027699
"Tölkkipantti 0,15 0,33l-0,5l",0.15,2000973900008
Knorr hollandaisekastike 3x 22g/3dl,1.69,8722700270188
,,6416021000389
Pirkka vadelmariisi 175g,0.59,6410405049773
Pirkka Acidofilus-Bifidus piimä 1 l,1.25,6410402024957
Fazer ruispuikulat 9kpl/500g,1.85,6411402202208
Lotus emilia talouspyyhe 4rl design,2.65,6413200034067
Kivikylä palvarin lihapyörykkä 350g,2.49,6406300009608
Bataatti,3.29,2000600100009
Valio kevytmaito 1l,0.99,6408430000128
Valio mustikkakeitto1kg,2.39,6408430062119
Paradis rasia 500g RFA,6.59,7310510002566
Karl Fazer hunaja mant suklaalevy 200g,2.69,6416453015210
"Olvi Vichy 0,33l kmp 12-pack",4.79,6419806052726
Satsuma,1.89,2000528000009
Gourmet Perle pussi 85g kana,0.85,7613030473381
Becel kasvirasvalev 400g 38% Kevyt,2.55,8722700246992
Valio vapaan lehmän täysmaito 1l,1.25,6408430000135
Pirkka punajuuri-perunasose 500g,2.49,6410405076069
Valio kevytmaito 1l,0.99,6408430000128
Oivariini 600g normaalisuolainen,3.49,6408430030309
R.Kokko Kakunkoriste,5.0,2000343200004
Pirkka rasvaton piimä 1 l,1.05,6410405079626
,,7622210292018
Knorr Aromat maustesuola90g pussi,1.45,7310394005912
K-citymarket muovikassi 40l valkoinen,0.2,6430024140972
Pirkka kuohukerma 2dl,0.85,6410405142597
Vaasan Iso grahampaahtoleipä 500g,2.15,6437005040986
Dansukker raesokeri 500g rapea,1.29,6414000042016
Pirkka laktoositon kevytmaitojuoma 1 l,1.2,6410405095893
Valio vapaan lehmän rasvaton maito 1l,0.95,6408430000104
Gefilus hedelmämehu 1l 5-hedelmää,2.19,6408430064885
,,6410405149473
"Pirkka vaahtoutuva vaniljakastike 2,5dl",1.25,6410405147561
Pyymäen Voipulla,1.6,2000346600009
Chiquita Banaani 1lk,1.69,2000503600002
,,6416021000389
"Pepsi Max 1,5l kmp 2-pack",3.29,6413600015161
Vaasan Maukas näkkileipä 230g täysjruis,1.85,6437005050855
Pirkka kuivahiiva 4x11g,0.99,6410400033036
Juhla Mokkakahvi 500g sj,3.95,6411300000494
Hyvä suom Arki ruokakerma 10% 2dl UHT,0.61,6408430015481
Kaalikääryle,13.9,2000204500007
Marabou Daim suklaalevy 200g RFA,2.35,7622201056643
Valio kevytmaito 1l,0.99,6408430000128
,,6430024140484
"Tölkkipantti 0,15 0,33l-0,5l",0.15,2000973900008
Yleisperuna harjattu,0.69,2000681000007
"A.Le Coq Premium 4,5% 0,5l",1.84,6419800020899
Atria italiansalaatti 400g,1.5,6407860063956
Valio vapaan lehmän rasvaton maito 1l,0.95,6408430000104
Pirkka virike kananmuna M10 580g,1.55,6410405085627
Pirkka omena-mansikkamehutiiviste 1l 1+5,4.99,6410405143846
Tuorekurkku Suomi.,2.79,2000604700007
"Valio Hyvä suomalainen Arkijuusto 1,25kg",5.29,6408430337590
Pirkka keittojuures 200g,0.33,6410405045751
Kantolan ruiscracker 450g,2.65,6412411200025
Valio vapaan lehmän rasvaton maito 1l,0.95,6408430000104
Valio vapaan lehmän rasvaton maito 1l,0.95,6408430000104
Kahvi,1.3,2000809600003
Kirjolohifile kasvatettu,17.9,2000424300005
Pirkka Cappuccino 10x23g choko,2.79,6410405179203
Pirkka kevytmaito 1 l,0.81,6410405082657
"Valio vapaan lehmän rasvaton maito 1,75l",1.59,6408430000531
Tomaatti Suomi,2.75,2000614400003
Tuorekurkku Suomi.,2.79,2000604700007
Pirkka kardemumma 8g rouhittu,1.35,6410402024612
Oululainen Reissumies Kaura 4kpl/275g,1.15,6413466101602
Pirkka Parh korppukinkku 250g ylikypsä,2.99,6410405155702
Eväs tonnikala-pastasalaatti 250g,2.45,6412000036127
"Pullopantti KMP 0,20 yli 0,35L alle 1,0L",0.2,6408641799569
Pirkka Banaani/Del monte 1lk,1.39,2000818700008
Maustekurkku Herkkumaa,3.95,2000218500000
Pirkka kevytmaito 1 l,0.81,6410405082657
Valio Kiehu maitojuoma 1l,1.79,6408430000586
Pirkka tikkuperuna 750g kuorellinen,1.99,6410405135346
Pirkka juustosnacks 70 g,0.85,6410405090041
"Ekströms sekamehu 0,5l mustaheruk",4.09,7310470346236
Pirkka virike kananmuna M10 580g,1.55,6410405085627
,,6416021000389
Valio kerm ruskea kastike 3dl laktoosito,2.59,6408430047680
Pirkka suippopaprika 200g,1.45,6410405051844
"KevytOlo sitruuna mehukivvesi 0,5l kmp",1.75,6419800052838
Valio Polar® Alkuperäinen 15 % e300 g vi,3.99,6408430036431
Halme Vaniljaviineri 60g,1.4,2000368500004
Järvikylä tilli rkk Suomi,1.49,6416046654123
Pirkka lyhtykynttilä 4kpl valk 20h,1.39,6408641033014
Pirkka piparkakku 350g,1.69,6410405085757
"Sherwood Black Cider 4,7% 0,33l tlk",2.0,6419800072485
Atria PT kanan jauheliha 400g,3.39,6407810013475
Marlboro savuke 24kpl Gold,7.7,7622100937005
Mummon maalaisranskanperunat 750g pa,2.49,6430028234035
Paimenpoika sulatejuusto 400g lakton,3.59,6405020032736
Pirkka donitsi 6kpl 210g,1.42,6410405054234
Atria saunapalvi 350g,3.19,6407880084900
Fazer omenainen täytepulla kpl,0.59,2000252900002
Pirkka Acidofilus-Bifidus piimä 1 l,1.25,6410402024957
,,6410405184443
Valio sosekeitto 1kg kuningatar,2.59,6408430062676
Valio Eila vispikerma 2dl UHT lakton,2.09,6408430014767
Valio pehmeä maitorahka 250 g,0.79,6408430042081
"Coca-Cola Zero 1,5l 2-pack",2.19,6415600502108
Oululainen reissumies tumma 4kpl/280g,1.15,6413466080204
Pirkka tonnikalapala 200/150g öljyssä,1.69,6410402010318
Pirkka Costa Rica kahvi 500g sj UTZ,2.89,6410405181190
Atria Hiillos grillimakkara 400g,1.95,6407870074881
,,6416887070489
Pirkka jäävuorisalaatti,3.89,2000650800003
Pirkka Persimon,2.09,2000585400002
Valio rasvaton piimä 1l,1.19,6408430001705
